name,number_successful_grasps,total_time,pos_drift_under_005,pos_drift_under_010,pos_drift_under_015,pos_drift_under_025,rot_drift_under_010,rot_drift_under_012,rot_drift_under_015,rot_drift_under_025,rot_pos_setting_1,rot_pos_setting_2,rot_pos_setting_3,rot_pos_setting_4
Asus_Sabertooth_Z97_MARK_1_Motherboard_ATX_LGA1150_Socket,0,10.82973027229309,0,0,0,0,0,0,0,0,0,0,0,0
BIA_Porcelain_Ramekin_With_Glazed_Rim_35_45_oz_cup,133,256.6068685054779,25,67,96,110,52,69,87,122,18,48,69,103
Crayola_Washable_Sidewalk_Chalk_16_pack_wDZECiw7J6s,4,69.12896299362183,0,0,0,1,1,2,2,4,0,0,0,1
Footed_Bowl_Sand,12,55.611944913864136,0,1,4,5,4,5,6,8,0,1,4,5
Olive_Kids_Game_On_Pack_n_Snack,0,14.420768022537231,0,0,0,0,0,0,0,0,0,0,0,0
Olive_Kids_Dinosaur_Land_Lunch_Box,0,16.19319224357605,0,0,0,0,0,0,0,0,0,0,0,0
Bifidus_Balance_FOS,165,384.369295835495,11,64,115,159,99,109,126,164,11,62,100,158
TriStar_Products_PPC_Power_Pressure_Cooker_XL_in_Black,0,7.474774122238159,0,0,0,0,0,0,0,0,0,0,0,0
OWL_SORTER,38,99.98029732704164,3,9,18,23,16,21,25,30,3,9,18,23
TWISTED_PUZZLE,28,162.3852698802948,4,15,20,26,17,19,23,27,3,12,18,26
Sienna_Brown_Croc_Tieks_Patent_Leather_Crocodile_Print_Ballet_Flats,47,140.47056436538696,3,15,27,42,23,31,40,47,2,11,26,42
Wrigley_Orbit_Mint_Variety_18_Count,1,66.66350555419922,0,0,0,0,0,0,1,1,0,0,0,0
Hilary,11,122.1745457649231,0,0,2,6,6,6,7,11,0,0,2,6
Reebok_CLASSIC_JOGGER,25,120.50863265991212,1,7,13,21,15,20,23,25,0,7,13,21
UGG_Jena_Womens_Java_7,2,81.28810286521912,0,0,0,0,0,0,0,2,0,0,0,0
Epson_UltraChrome_T0543_Ink_Cartridge_Magenta_1pack,29,243.664977312088,3,14,17,24,16,19,24,28,3,14,17,24
077_rubiks_cube,130,223.12753343582156,6,46,99,128,55,72,110,130,2,29,92,128
Reebok_DMX_MAX_PLUS_RAINWALKER,3,55.02469348907471,0,0,1,2,1,1,2,3,0,0,1,2
Sonicare_2_Series_Toothbrush_Plaque_Control,0,29.46040678024292,0,0,0,0,0,0,0,0,0,0,0,0
Crayola_Crayons_120_crayons,0,36.47605323791504,0,0,0,0,0,0,0,0,0,0,0,0
Court_Attitude,3,46.163466453552246,0,1,1,2,1,1,1,2,0,0,0,2
OVAL_XYLOPHONE,19,91.1127200126648,0,2,3,10,5,8,10,14,0,2,3,9
Perricone_MD_Photo_Plasma,7,85.85449504852295,0,0,1,5,1,4,5,7,0,0,1,5
Ecoforms_Plant_Saucer_SQ8COR,86,155.21970438957214,14,38,49,69,30,41,48,68,12,32,39,63
Kid_Icarus_Uprising_Nintendo_3DS_Game,7,168.08273029327393,1,5,5,6,5,5,6,7,1,5,5,6
Lovestruck_Tieks_Glittery_Rose_Gold_Italian_Leather_Ballet_Flats,66,156.06983757019043,4,27,47,62,47,53,57,66,3,26,43,62
Office_Depot_HP_74XL75_Remanufactured_Ink_Cartridges_BlackTriColor_2_count,0,70.28384065628052,0,0,0,0,0,0,0,0,0,0,0,0
Just_For_Men_Shampoo_In_Haircolor_Darkest_Brown_50,22,140.5814356803894,0,2,11,17,14,16,17,22,0,2,10,17
Sushi_Mat,25,195.7675929069519,5,12,18,22,8,11,14,22,5,8,13,20
FemDophilus,41,143.83873438835144,2,8,23,40,15,19,32,41,1,6,21,40
Focus_8643_Lime_Squeezer_10x35x188_Enamelled_Aluminum_Light,91,294.8841197490692,13,37,55,79,49,57,66,83,13,35,52,76
Super_Mario_3D_World_Wii_U_Game,17,183.38138961791992,7,13,16,17,14,14,16,16,6,12,15,16
Vtech_Stack_Sing_Rings_636_Months,2,60.51507163047791,0,0,0,0,0,0,0,1,0,0,0,0
3D_Dollhouse_Sink,24,121.13361978530884,0,1,6,17,8,14,17,22,0,1,5,17
Dell_Series_9_Color_Ink_Cartridge_MK993_High_Yield,36,218.0189266204834,1,11,16,30,18,22,28,35,1,11,16,30
065-b_cups,391,501.4891295433045,16,104,226,344,149,199,273,384,15,67,175,342
Prostate_Optimizer,126,287.1435794830322,1,22,67,113,63,73,90,126,1,22,62,113
CoQ10_BjTLbuRVt1t,150,458.63967847824097,12,92,125,149,103,111,125,150,12,92,114,149
Seagate_1TB_Backup_Plus_portable_drive_for_Mac,28,305.8320002555847,3,12,18,21,14,15,19,23,3,11,17,20
Reebok_BREAKPOINT_MID,8,106.99831867218018,0,0,2,7,3,6,8,8,0,0,2,7
Mens_Authentic_Original_Boat_Shoe_in_Navy_Leather_NHHQddDLQys,10,127.01292991638184,1,2,4,8,6,7,9,9,1,2,4,7
053_mini_soccer_ball,0,24.588388442993164,0,0,0,0,0,0,0,0,0,0,0,0
Mens_Authentic_Original_Boat_Shoe_in_Navy_Leather_RpT4GvUXRRP,16,132.0149121284485,2,7,10,11,8,10,13,13,1,5,10,11
Melissa_Doug_Jumbo_Knob_Puzzles_Barnyard_Animals,0,102.58822798728944,0,0,0,0,0,0,0,0,0,0,0,0
Ecoforms_Plant_Container_Quadra_Turquoise_QP12,2,20.302345037460327,0,0,0,0,2,2,2,2,0,0,0,0
Cole_Hardware_Antislip_Surfacing_White_2_x_60,31,91.1139624118805,1,7,17,25,17,20,25,31,1,7,16,25
Ravenna_4_Color_WhtOlyBluBlkShkOrngSlvRdO_Size_70,0,54.16890907287598,0,0,0,0,0,0,0,0,0,0,0,0
TOOL_BELT,14,48.402358531951904,0,5,8,10,8,8,10,12,0,5,7,10
Kong_Puppy_Teething_Rubber_Small_Pink,180,606.1951286792755,41,118,163,179,99,119,143,177,39,102,139,176
HyperX_Cloud_II_Headset_Red,0,10.087626457214355,0,0,0,0,0,0,0,0,0,0,0,0
Mens_Bahama_in_White_vSwvGMCo32f,9,91.12944650650024,1,3,5,8,7,8,8,9,1,3,5,8
Luigis_Mansion_Dark_Moon_Nintendo_3DS_Game,18,215.4919319152832,4,14,18,18,11,11,15,17,4,10,15,17
Dog,1,39.78248953819275,0,0,0,0,0,0,0,1,0,0,0,0
